name,website,email,source,country,description,scraped_at
"Standard Notes","https://docs.standardnotes.com/self-hosting/getting-started","","GitHub/awesome-selfhosted/awesome-selfhosted","","Simple and private notes app. Protect your privacy while getting more done. That's Standard Notes. ([Demo](https://app.standardnotes.com/), [Source Code](https://github.com/standardnotes/app)) `GPL-3.0` `Ruby`","2025-05-27 19:45:49"
"TriliumNext Notes","https://github.com/TriliumNext/Notes","","GitHub/awesome-selfhosted/awesome-selfhosted","","Cross-platform hierarchical note taking application with focus on building large personal knowledge bases (fork of Trilium Notes). `AGPL-3.0` `Nodejs/Docker/K8S`","2025-05-27 19:45:49"
"Turtl","https://turtl.it/","","GitHub/awesome-selfhosted/awesome-selfhosted","Italy","Totally private personal database and note taking app. ([Source Code](https://github.com/turtl)) `GPL-3.0` `CommonLisp`","2025-05-27 19:45:49"
"Writing","https://josephernest.github.io/writing/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Lightweight distraction-free text editor, in the browser (Markdown and LaTeX supported). No lag when writing. ([Source Code](https://github.com/josephernest/writing)) `MIT` `Javascript`","2025-05-27 19:45:49"
"`^        back to top        ^`","#awesome-selfhosted","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"office suite","https://en.wikipedia.org/wiki/List_of_office_suites","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"Collabora Online Development Edition","https://www.collaboraoffice.com/code","","GitHub/awesome-selfhosted/awesome-selfhosted","","Collabora Online Development Edition (CODE) is a powerful LibreOffice-based online office that supports all major document, spreadsheet and presentation file formats, which you can integrate in your own infrastructure. ([Source Code](https://cgit.freedesktop.org/libreoffice/online/)) `MPL-2.0` `C++`","2025-05-27 19:45:49"
"CryptPad","https://cryptpad.org","","GitHub/awesome-selfhosted/awesome-selfhosted","","Collaboration suite built to enable collaboration, synchronizing changes to documents in real time. ([Source Code](https://github.com/cryptpad/cryptpad)) `AGPL-3.0` `Nodejs/Docker`","2025-05-27 19:45:49"
"Digislides","https://ladigitale.dev/digislides/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Create multimedia presentations in a quick and easy way. (documentation in French). ([Demo](https://ladigitale.dev/digislides/), [Source Code](https://codeberg.org/ladigitale/Digislides)) `AGPL-3.0` `Nodejs/PHP`","2025-05-27 19:45:49"
"Etherpad","https://etherpad.org/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Highly customizable online editor providing collaborative editing in real-time. ([Demo](https://demo.sandstorm.io/appdemo/h37dm17aa89yrd8zuqpdn36p6zntumtv08fjpu8a8zrte7q1cn60), [Source Code](https://github.com/ether/etherpad-lite)) `Apache-2.0` `Nodejs/Docker`","2025-05-27 19:45:49"
"Grist","https://getgrist.com/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Next-generation spreadsheet with relational structure, formula-based access control, and a portable, self-contained format (alternative to Airtable). ([Demo](https://docs.getgrist.com), [Source Code](https://github.com/gristlabs/grist-core)) `Apache-2.0` `Nodejs/Python/Docker`","2025-05-27 19:45:49"
"ONLYOFFICE","https://helpcenter.onlyoffice.com/faq/server-opensource.aspx","","GitHub/awesome-selfhosted/awesome-selfhosted","","Office suite that enables you to manage documents, projects, team and customer relations in one place. ([Source Code](https://github.com/ONLYOFFICE/DocumentServer)) `AGPL-3.0` `Nodejs/Docker`","2025-05-27 19:45:49"
"`^        back to top        ^`","#awesome-selfhosted","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"password manager","https://en.wikipedia.org/wiki/Password_manager","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"AliasVault","https://www.aliasvault.net","","GitHub/awesome-selfhosted/awesome-selfhosted","","End-to-end encrypted password manager with a built-in email alias generator and server. ([Source Code](https://github.com/lanedirt/AliasVault)) `MIT` `Docker`","2025-05-27 19:45:49"
"Bitwarden","https://bitwarden.com/","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"Passbolt","https://www.passbolt.com/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Collaborative password manager. ([Source Code](https://github.com/passbolt/passbolt_api)) `AGPL-3.0` `PHP/deb/K8S/Docker`","2025-05-27 19:45:49"
"PassIt","https://passit.io/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Simple password manage with sharing features by group and user, but no administration interface. ([Demo](https://app.passit.io/), [Source Code](https://gitlab.com/passit)) `AGPL-3.0` `Docker/Django`","2025-05-27 19:45:49"
"Passky","https://passky.org","","GitHub/awesome-selfhosted/awesome-selfhosted","","Simple and modern password manager with website, browser extension, android and desktop application. ([Demo](https://vault.passky.org), [Source Code](https://github.com/Rabbit-Company/Passky-Server)) `GPL-3.0` `PHP/Docker`","2025-05-27 19:45:49"
"Psono","https://psono.com/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Password manager for companies. ([Demo](https://www.psono.pw), [Source Code](https://gitlab.com/psono/psono-fileserver)) `Apache-2.0` `Python`","2025-05-27 19:45:49"
"Teampass","https://teampass.net/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Password manager dedicated for managing passwords in a collaborative way. One symmetric key is used to encrypt all shared/team passwords and stored server side in a file and the database. works on any server Apache, MySQL and PHP. ([Source Code](https://github.com/nilsteampassnet/TeamPass)) `GPL-3.0` `PHP`","2025-05-27 19:45:49"
"Vaultwarden","https://github.com/dani-garcia/vaultwarden","","GitHub/awesome-selfhosted/awesome-selfhosted","","Lightweight Bitwarden server API implementation written in Rust. `GPL-3.0` `Rust/Docker`","2025-05-27 19:45:49"
"`^        back to top        ^`","#awesome-selfhosted","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"pastebin","https://en.wikipedia.org/wiki/Pastebin","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"bin","https://github.com/w4/bin","","GitHub/awesome-selfhosted/awesome-selfhosted","","A paste bin that's actually minimalist. `WTFPL/0BSD` `Rust`","2025-05-27 19:45:49"
"BinPastes","https://github.com/querwurzel/BinPastes","","GitHub/awesome-selfhosted/awesome-selfhosted","","Minimal pastebin supporting client-side encryption, fulltext search, one-time messages. Intended for one to few users looking for a simple pastebin deployment. ([Demo](https://paste.wylke.it)) `Apache-2.0` `Java`","2025-05-27 19:45:49"
"ByteStash","https://github.com/jordan-dalby/ByteStash","","GitHub/awesome-selfhosted/awesome-selfhosted","","Pastebin and file storage service with a simple web interface. Supports syntax highlighting, optional user authentication and public sharing. ([Demo](https://github.com/jordan-dalby/ByteStash?tab=readme-ov-file#demo)) `GPL-3.0` `Docker`","2025-05-27 19:45:49"
"dpaste","https://dpaste.org/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Simple pastebin with multiple text and code option, with short url result easy to remember. ([Source Code](https://github.com/DarrenOfficial/dpaste)) `MIT` `Docker/Django`","2025-05-27 19:45:49"
"FlashPaper","https://github.com/AndrewPaglusch/FlashPaper","","GitHub/awesome-selfhosted/awesome-selfhosted","","One-time encrypted zero-knowledge password/secret sharing application focused on simplicity and security. No database or complicated set-up required. ([Demo](https://flashpaper.io)) `MIT` `Docker/PHP`","2025-05-27 19:45:49"
"Hemmelig","https://hemmelig.app","","GitHub/awesome-selfhosted/awesome-selfhosted","","Share encrypted secrets cross organizations, or as private persons. ([Source Code](https://github.com/HemmeligOrg/Hemmelig.app)) `MIT` `Docker/Nodejs`","2025-05-27 19:45:49"
"lesma","https://lesma.eu","","GitHub/awesome-selfhosted/awesome-selfhosted","","Simple paste app friendly with browser and command line. ([Demo](https://lesma.eu), [Source Code](https://gitlab.com/ogarcia/lesma)) `GPL-3.0` `Rust/Docker`","2025-05-27 19:45:49"
"Local Content Share","https://github.com/Tanq16/local-content-share","","GitHub/awesome-selfhosted/awesome-selfhosted","","Store and share text snippets and files within your local network. `MIT` `Docker/Go`","2025-05-27 19:45:49"
"not-th.re","https://not-th.re","","GitHub/awesome-selfhosted/awesome-selfhosted","","Simple paste sharing platform, with client side encryption, featuring the monaco browser-based code editor. ([Demo](https://not-th.re), [Source Code](https://github.com/not-three/main)) `AGPL-3.0` `Nodejs/Docker`","2025-05-27 19:45:49"
"Opengist","https://github.com/thomiceli/opengist","","GitHub/awesome-selfhosted/awesome-selfhosted","","Pastebin powered by Git. ([Demo](https://demo.opengist.io)) `AGPL-3.0` `Docker/Go/Nodejs`","2025-05-27 19:45:49"
"paaster","https://paaster.io","","GitHub/awesome-selfhosted/awesome-selfhosted","","End-to-end encrypted pastebin built with the objective of simplicity. ([Source Code](https://github.com/WardPearce/paaster)) `AGPL-3.0` `Docker`","2025-05-27 19:45:49"
"pacebin","https://git.swurl.xyz/swirl/pacebin.git/about/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Super-minimal pastebin and file upload service focusing on small executable size, portability, and ease of configuration. ([Demo](https://paste.swurl.xyz), [Source Code](https://git.swurl.xyz/swirl/pacebin.git)) `AGPL-3.0` `C`","2025-05-27 19:45:49"
"Password Pusher","https://pwpush.com","","GitHub/awesome-selfhosted/awesome-selfhosted","","Dead-simple application to securely communicate passwords (or text) over the web. Passwords automatically expire after a certain number of views and/or time has passed. ([Source Code](https://github.com/pglombardo/PasswordPusher)) `Apache-2.0` `Docker/K8S/Ruby`","2025-05-27 19:45:49"
"Pastefy","https://pastefy.app/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Beautiful, simple and easy to deploy Pastebin with optional client encryption, multitab pastes, an API, a highlighted editor and more. ([Source Code](https://github.com/interaapps/pastefy), [Clients](https://github.com/topics/pastefy-addon)) `MIT` `Docker/K8S/Java`","2025-05-27 19:45:49"
"PrivateBin","https://privatebin.info/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Minimalist pastebin/discussion board where the server has zero knowledge of hosted data. ([Demo](https://privatebin.net/), [Source Code](https://github.com/PrivateBin/PrivateBin)) `Zlib` `PHP`","2025-05-27 19:45:49"
"rustypaste","https://github.com/orhun/rustypaste","","GitHub/awesome-selfhosted/awesome-selfhosted","","A minimal file upload/pastebin service. `MIT` `Rust`","2025-05-27 19:45:49"
"SnyPy","https://snypy.com","","GitHub/awesome-selfhosted/awesome-selfhosted","","Open source on-prem code snippet manager. ([Demo](https://app.snypy.com), [Source Code](https://github.com/snypy)) `MIT` `Docker`","2025-05-27 19:45:49"
"Spacebin","https://spaceb.in","","GitHub/awesome-selfhosted/awesome-selfhosted","","Modern Pastebin server written in Go with a JS-free web UI and tons of features. ([Demo](https://spaceb.in), [Source Code](https://github.com/lukewhrit/spacebin)) `Apache-2.0` `Go/Docker`","2025-05-27 19:45:49"
"Sup3rS3cretMes5age","https://github.com/algolia/sup3rS3cretMes5age","","GitHub/awesome-selfhosted/awesome-selfhosted","","Very simple (to deploy and to use) secret message service using Hashicorp Vault as a secrets storage. `MIT` `Go`","2025-05-27 19:45:49"
"Wastebin","https://github.com/matze/wastebin","","GitHub/awesome-selfhosted/awesome-selfhosted","","Lightweight, minimal and fast pastebin with an SQLite backend. ([Demo](https://bin.bloerg.net)) `MIT` `Rust/Docker`","2025-05-27 19:45:49"
"YABin","https://github.com/Yureien/YABin","","GitHub/awesome-selfhosted/awesome-selfhosted","","A pastebin that contains plentiful features while remaining simple. Supports optional E2E encryption, a client-side CLI app, syntax highlighting, minimalistic UI, APIs, keyboard shortcuts, and more. It can even be run in serverless environments. ([Demo](https://bin.sohamsen.me/)) `MIT` `Nodejs/Docker`","2025-05-27 19:45:49"
"ybFeed","https://github.com/ybizeul/ybFeed","","GitHub/awesome-selfhosted/awesome-selfhosted","","Personal micro feed where you can post snippets of text or images. `MIT` `Go/Nodejs/Docker`","2025-05-27 19:45:49"
"Yopass","https://github.com/jhaals/yopass","","GitHub/awesome-selfhosted/awesome-selfhosted","","Secure sharing of secrets, passwords and files. ([Demo](https://yopass.se/)) `Apache-2.0` `Go/Docker`","2025-05-27 19:45:49"
"`^        back to top        ^`","#awesome-selfhosted","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"Monitoring","#monitoring","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"Dashy","https://dashy.to/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Feature-rich homepage for your homelab, with easy YAML configuration. ([Demo](https://demo.dashy.to/), [Source Code](https://github.com/lissy93/dashy)) `MIT` `Nodejs/Docker`","2025-05-27 19:45:49"
"Fenrus","https://github.com/revenz/fenrus","","GitHub/awesome-selfhosted/awesome-selfhosted","","Personal home page that allows for multiple users, guest access and multiple dashboards for each user. It also has 'Smart Apps' which display live data for those apps. `GPL-3.0` `.NET/Docker`","2025-05-27 19:45:49"
"Glance","https://github.com/glanceapp/glance","","GitHub/awesome-selfhosted/awesome-selfhosted","","Highly customizable dashboard that puts all your feeds in one place. `AGPL-3.0` `Docker/Go`","2025-05-27 19:45:49"
"Heimdall","https://heimdall.site/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Elegant solution to organise all your web applications. ([Source Code](https://github.com/linuxserver/Heimdall)) `MIT` `PHP`","2025-05-27 19:45:49"
"Hiccup","https://designedbyashw.in/test/hiccup/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Beautiful static homepage to get to your links and services quickly. It has built-in search, editing, PWA support and localstorage caching to easily organize your start page. ([Source Code](https://github.com/ashwin-pc/hiccup)) `MIT` `Javascript/Docker`","2025-05-27 19:45:49"
"Homarr","https://homarr.dev","","GitHub/awesome-selfhosted/awesome-selfhosted","","Sleek, modern dashboard with many integrations and web-based config. ([Source Code](https://github.com/homarr-labs/homarr)) `MIT` `Docker/Nodejs`","2025-05-27 19:45:49"
"Homepage by gethomepage","https://github.com/gethomepage/homepage","","GitHub/awesome-selfhosted/awesome-selfhosted","","Highly customizable homepage (or startpage / application dashboard) with Docker and service API integrations. `GPL-3.0` `Docker/Nodejs`","2025-05-27 19:45:49"
"Homepage by tomershvueli","https://github.com/tomershvueli/homepage","","GitHub/awesome-selfhosted/awesome-selfhosted","","Simple, standalone, self-hosted PHP page that is your window to your server and the web. `MIT` `PHP`","2025-05-27 19:45:49"
"Homer","https://github.com/bastienwirtz/homer","","GitHub/awesome-selfhosted/awesome-selfhosted","","Dead simple static homepage to expose your server services, with an easy yaml configuration and connectivity check. `Apache-2.0` `Docker/K8S/Nodejs`","2025-05-27 19:45:49"
"Hubleys","https://github.com/knrdl/hubleys-dashboard","","GitHub/awesome-selfhosted/awesome-selfhosted","","Personal dashboards to organize links for multiple users via a central yaml config. `MIT` `Docker`","2025-05-27 19:45:49"
"LinkStack","https://linkstack.org/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Link all your social media platforms easily accessible on one page, customizable through an intuitive, easy to use user/admin interface (alternative to Linktree and Manylink). ([Demo](https://linksta.cc/), [Source Code](https://github.com/LinkStackOrg/LinkStack)) `AGPL-3.0` `PHP/Docker`","2025-05-27 19:45:49"
"LittleLink","https://littlelink.io/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Simplistic approach for links in bio with 100+ branded buttons (alternative to Linktree). ([Demo](https://littlelink.io/), [Source Code](https://github.com/sethcottle/littlelink)) `MIT` `Javascript`","2025-05-27 19:45:49"
"Mafl","https://mafl.hywax.space/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Minimalistic flexible homepage. ([Source Code](https://github.com/hywax/mafl)) `MIT` `Docker/Nodejs`","2025-05-27 19:45:49"
"portkey","https://portkey.page","","GitHub/awesome-selfhosted/awesome-selfhosted","","Simple web portal that serves as a startup page, displaying a compilation of links and URLs, while also allowing the addition of custom pages, all managed through a single configuration file. ([Demo](https://demo.portkey.page), [Source Code](https://github.com/kodehat/portkey)) `AGPL-3.0` `Go/Docker`","2025-05-27 19:45:49"
"ryot","https://github.com/ignisda/ryot","","GitHub/awesome-selfhosted/awesome-selfhosted","","Platform for tracking various facets of your life - media, fitness, etc. ([Demo](https://github.com/IgnisDa/ryot?tab=readme-ov-file#-demo)) `GPL-3.0` `Docker`","2025-05-27 19:45:49"
"Starbase 80","https://github.com/notclickable-jordan/starbase-80","","GitHub/awesome-selfhosted/awesome-selfhosted","","A simple homepage with an iPad-style application grid, for mobile and desktop. One JSON configuration file. `MIT` `Docker`","2025-05-27 19:45:49"
"Web-Portal","https://github.com/enchant97/web-portal","","GitHub/awesome-selfhosted/awesome-selfhosted","","A python web app designed to allow a easy way to manage the links to all of your web services. `AGPL-3.0` `Docker/Python`","2025-05-27 19:45:49"
"Your Spotify","https://github.com/Yooooomi/your_spotify","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"`^        back to top        ^`","#awesome-selfhosted","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"gallery","https://en.wikipedia.org/wiki/Gallery_Software","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"Static Site Generators","#static-site-generators","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"Chevereto","https://chevereto.com/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Ultimate image sharing software. Create your very own personal image hosting website in just minutes. ([Source Code](https://github.com/chevereto/chevereto)) `AGPL-3.0` `PHP/Docker`","2025-05-27 19:45:49"
"Coppermine","https://coppermine-gallery.com/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Multilingual photo gallery that integrates with various bulletin boards. Includes upload approval and password protected albums. ([Source Code](https://github.com/coppermine-gallery/cpg1.6.x)) `GPL-3.0` `PHP`","2025-05-27 19:45:49"
"Damselfly","https://damselfly.info","","GitHub/awesome-selfhosted/awesome-selfhosted","","Fast server-based photo management system for large collections of images. Includes face detection, face & object recognition, powerful search, and EXIF Keyword tagging. Runs on Linux, MacOS and Windows. ([Source Code](https://github.com/webreaper/damselfly)) `GPL-3.0` `Docker/C#/.NET`","2025-05-27 19:45:49"
"Ente","https://ente.io/","","GitHub/awesome-selfhosted/awesome-selfhosted","","An end-to-end encrypted photo-sharing platform (alternative to Google Photos, Apple Photos). ([Source Code](https://github.com/ente-io/ente)) `AGPL-3.0` `Docker/Nodejs/Go`","2025-05-27 19:45:49"
"HomeGallery","https://home-gallery.org","","GitHub/awesome-selfhosted/awesome-selfhosted","","Browse personal photos and videos featuring tagging, mobile-friendly, and AI powered image discovery. ([Demo](https://demo.home-gallery.org), [Source Code](https://github.com/xemle/home-gallery)) `MIT` `Nodejs/Docker`","2025-05-27 19:45:49"
"Immich Kiosk","https://github.com/damongolding/immich-kiosk","","GitHub/awesome-selfhosted/awesome-selfhosted","","Lightweight slideshow for running on kiosk devices and browsers that uses Immich as a data source. `GPL-3.0` `Docker/Go`","2025-05-27 19:45:49"
"Immich","https://immich.app/","","GitHub/awesome-selfhosted/awesome-selfhosted","your mobile phone","Photo and video backup solution directly from your mobile phone. ([Demo](https://github.com/immich-app/immich#demo), [Source Code](https://github.com/immich-app/immich)) `AGPL-3.0` `Docker`","2025-05-27 19:45:49"
"LibrePhotos","https://github.com/LibrePhotos/librephotos","","GitHub/awesome-selfhosted/awesome-selfhosted","","Photo management service with a slight focus on cool graphs (alternative to Google Photos). ([Clients](https://docs.librephotos.com/docs/user-guide/mobile/)) `MIT` `Python/Docker`","2025-05-27 19:45:49"
"Lychee","https://lycheeorg.github.io/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Grid and album based photo-management-system. ([Source Code](https://github.com/LycheeOrg/Lychee)) `MIT` `PHP/Docker`","2025-05-27 19:45:49"
"Mediagoblin","https://mediagoblin.org","","GitHub/awesome-selfhosted/awesome-selfhosted","","Media publishing platform that anyone can run (alternative to Flickr, YouTube, SoundCloud, etc). ([Source Code](https://git.savannah.gnu.org/cgit/mediagoblin.git/tree/)) `AGPL-3.0` `Python`","2025-05-27 19:45:49"
"Mejiro","https://github.com/dmpop/mejiro","","GitHub/awesome-selfhosted/awesome-selfhosted","","Easy-to-use instant photo publishing. `GPL-3.0` `PHP`","2025-05-27 19:45:49"
"Nextcloud Memories","https://memories.gallery/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Fast, modern and advanced photo management suite. Runs as a Nextcloud app. ([Demo](https://demo.memories.gallery/apps/memories/), [Source Code](https://github.com/pulsejet/memories)) `AGPL-3.0` `PHP`","2025-05-27 19:45:49"
"Photofield","https://github.com/SmilyOrg/photofield","","GitHub/awesome-selfhosted/awesome-selfhosted","","Experimental fast photo viewer. `MIT` `Docker/Go`","2025-05-27 19:45:49"
"PhotoPrism","https://photoprism.org","","GitHub/awesome-selfhosted/awesome-selfhosted","","Personal photo management powered by Go and Google TensorFlow.  Browse, organize, and share your personal photo collection, using the latest technologies to automatically tag and find pictures. ([Demo](https://demo.photoprism.app/library/browse), [Source Code](https://github.com/photoprism/photoprism)) `AGPL-3.0` `Go/Docker`","2025-05-27 19:45:49"
"Photoview","https://photoview.github.io/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Simple and user-friendly photo gallery for personal servers. It is made for photographers and aims to provide an easy and fast way to navigate directories, with thousands of high resolution photos. ([Source Code](https://github.com/photoview/photoview)) `GPL-3.0` `Go/Docker`","2025-05-27 19:45:49"
"PiGallery 2","https://bpatrik.github.io/pigallery2/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Directory-first photo gallery website, with a rich UI, optimised for running on low resource servers. ([Source Code](https://github.com/bpatrik/pigallery2)) `MIT` `Docker/Nodejs`","2025-05-27 19:45:49"
"Piwigo","https://piwigo.org/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Photo gallery software for the web, built by an active community of users and developers. ([Source Code](https://github.com/Piwigo/Piwigo)) `GPL-2.0` `PHP`","2025-05-27 19:45:49"
"sigal","https://github.com/saimn/sigal","","GitHub/awesome-selfhosted/awesome-selfhosted","","Yet another simple static gallery generator. `MIT` `Python`","2025-05-27 19:45:49"
"SPIS","https://github.com/gbbirkisson/spis","","GitHub/awesome-selfhosted/awesome-selfhosted","","A simple, lightweight and fast media server with decent mobile support. `GPL-3.0` `Docker/Rust`","2025-05-27 19:45:49"
"This week in past","https://github.com/RouHim/this-week-in-past","","GitHub/awesome-selfhosted/awesome-selfhosted","previous years and presents them on a web page with a simple slideshow","Aggregates images taken this week, from previous years and presents them on a web page with a simple slideshow. `MIT` `Docker/Rust`","2025-05-27 19:45:49"
"Thumbor","http://thumbor.org/","","GitHub/awesome-selfhosted/awesome-selfhosted","","A smart imaging service and enables on-demand cropping, resizing, applying filters and optimizing images. ([Source Code](https://github.com/thumbor/thumbor)) `MIT` `Python/Docker`","2025-05-27 19:45:49"
"WeddingShare","https://docs.wedding-share.org/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Event photo sharing platform and gallery with slideshow that allows guests to view and share memories via a QR code. ([Demo](https://demo.wedding-share.org/), [Source Code](https://github.com/Cirx08/WeddingShare)) `GPL-3.0` `C#/Docker`","2025-05-27 19:45:49"
"Zenphoto","https://www.zenphoto.org/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Open-source gallery and CMS project. ([Source Code](https://github.com/zenphoto/zenphoto)) `GPL-2.0` `PHP`","2025-05-27 19:45:49"
"`^        back to top        ^`","#awesome-selfhosted","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"polls","https://en.wikipedia.org/wiki/Opinion_poll","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"Booking and Scheduling","#booking-and-scheduling","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"Bitpoll","https://github.com/fsinfuhh/Bitpoll","","GitHub/awesome-selfhosted/awesome-selfhosted","","Conduct polls about dates, times or general questions. ([Demo](https://bitpoll.de/)) `GPL-3.0` `Docker/Python`","2025-05-27 19:45:49"
"Bracket","https://docs.bracketapp.nl/","","GitHub/awesome-selfhosted/awesome-selfhosted","Netherlands","Flexible tournament system to build a tournament setup, add teams, schedule matches, keep track of scores and present ranking live to the public. ([Demo](https://www.bracketapp.nl/demo), [Source Code](https://github.com/evroon/bracket)) `AGPL-3.0` `Docker/Nodejs`","2025-05-27 19:45:49"
"Christmas Community","https://github.com/Wingysam/Christmas-Community","","GitHub/awesome-selfhosted/awesome-selfhosted","","Create a simple place for your entire family to use to find gifts that people want, and to avoid double-gifting. `AGPL-3.0` `Docker/Nodejs`","2025-05-27 19:45:49"
"Claper","https://claper.co/","","GitHub/awesome-selfhosted/awesome-selfhosted","","The ultimate tool to interact with your audience (alternative to Slido, AhaSlides and Mentimeter). ([Source Code](https://github.com/ClaperCo/Claper)) `GPL-3.0` `Elixir/Docker`","2025-05-27 19:45:49"
"ClearFlask","https://clearflask.com","","GitHub/awesome-selfhosted/awesome-selfhosted","","Community-feedback tool for managing incoming feedback and prioritizing a public roadmap (alternative to Canny, UserVoice, Upvoty). ([Demo](https://product.clearflask.com), [Source Code](https://github.com/clearflask/clearflask)) `AGPL-3.0` `Docker`","2025-05-27 19:45:49"
"docassemble","https://docassemble.org/","","GitHub/awesome-selfhosted/awesome-selfhosted","","A free, open-source expert system for guided interviews and document assembly, based on Python, YAML, and Markdown. ([Demo](https://demo.docassemble.org/run/legal), [Source Code](https://github.com/jhpyle/docassemble)) `MIT` `Docker/Python`","2025-05-27 19:45:49"
"Fider","https://fider.io","","GitHub/awesome-selfhosted/awesome-selfhosted","","Open platform to collect and prioritize feedback (alternative to UserVoice). ([Demo](https://demo.fider.io), [Source Code](https://github.com/getfider/fider)) `MIT` `Docker`","2025-05-27 19:45:49"
"Formbricks","https://formbricks.com","","GitHub/awesome-selfhosted/awesome-selfhosted","","Experience Management Suite built on the largest open source survey stack worldwide. Gracefully gather feedback at every step of the customer journey to know what your customers need. ([Demo](https://app.formbricks.com), [Source Code](https://github.com/formbricks/formbricks)) `AGPL-3.0` `Nodejs/Docker`","2025-05-27 19:45:49"
"Framadate","https://framadate.org/abc/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Online service for planning an appointment or make a decision quickly and easily: Make a poll, Define dates or subjects to choose, Send the poll link to your friends or colleagues, Discuss and make a decision. ([Demo](https://framadate.org/aqg259dth55iuhwm), [Source Code](https://framagit.org/framasoft/framadate?)) `CECILL-B` `PHP`","2025-05-27 19:45:49"
"Gancio","https://gancio.org/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Local community event and agenda sharing. ([Demo](https://demo.gancio.org/), [Source Code](https://framagit.org/les/gancio)) `AGPL-3.0` `Nodejs`","2025-05-27 19:45:49"
"gathio","https://docs.gath.io/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Self-destructing, shareable, no-registration event pages. ([Demo](https://gath.io/), [Source Code](https://github.com/lowercasename/gathio)) `GPL-3.0` `Nodejs/Docker`","2025-05-27 19:45:49"
"HeyForm","https://heyform.net","","GitHub/awesome-selfhosted/awesome-selfhosted","","Form builder that allows anyone to create engaging conversational forms for surveys, questionnaires, quizzes, and polls. ([Source Code](https://github.com/heyform/heyform)) `AGPL-3.0` `Docker`","2025-05-27 19:45:49"
"hitobito","https://hitobito.com","","GitHub/awesome-selfhosted/awesome-selfhosted","","Manage complex group hierarchies with members, events and a lot more. ([Demo](https://demo.hitobito.com/en/users/sign_in), [Source Code](https://github.com/hitobito/hitobito)) `AGPL-3.0` `Ruby`","2025-05-27 19:45:49"
"Input","https://getinput.co","","GitHub/awesome-selfhosted/awesome-selfhosted","","Privacy-focused, no-code, open-source form builder designed for simplicity and brand consistency. ([Source Code](https://github.com/deck9/input)) `AGPL-3.0` `PHP/Nodejs/Docker`","2025-05-27 19:45:49"
